Transcript_ID	nbre_exon	mRNA_length	a5UTR_length	a3UTR_length	CDS	Gene_ID	nbre_intron
AT1G05280.1	5	1492	110	0	1381	AT1G05280	4
AT1G05290.1	4	1122	15	0	1106	AT1G05290	3
AT1G05291.1	3	721	108	0	612	AT1G05291	2
AT1G05300.1	3	1372	139	151	1080	AT1G05300	2
AT1G05310.1	5	1332	82	71	1177	AT1G05310	4
AT1G05320.1	7	2636	193	74	2367	AT1G05320	6
AT1G05330.1	1	413	0	0	413	AT1G05330	0
AT1G05340.1	3	708	256	234	216	AT1G05340	2
AT1G05350.1	14	1613	117	212	1282	AT1G05350	13
AT1G05360.1	8	1648	217	186	1243	AT1G05360	7
AT1G05370.1	7	1473	0	225	1247	AT1G05370	6
AT1G05380.1	8	4107	272	423	3410	AT1G05380	7
AT1G05385.1	3	743	69	75	597	AT1G05385	2
AT1G05390.1	1	73	0	0	0	AT1G05390	0
AT1G05400.1	4	992	417	176	397	AT1G05400	3
AT1G05410.1	5	1737	191	132	1412	AT1G05410	4
AT1G05420.1	1	680	0	0	680	AT1G05420	0
AT1G05430.1	6	1061	86	169	804	AT1G05430	5
AT1G05440.1	3	1524	4	366	1152	AT1G05440	2
AT1G05450.2	5	834	92	127	613	AT1G05450	4
AT1G05460.1	5	3370	155	208	3005	AT1G05460	4
AT1G05470.1	13	2683	411	426	1844	AT1G05470	12
AT1G05490.1	4	4596	172	192	4230	AT1G05490	3
AT1G05500.1	13	2097	142	283	1670	AT1G05500	12
AT1G05510.1	3	977	80	172	723	AT1G05510	2
AT1G05520.1	12	2574	7	225	2340	AT1G05520	11
AT1G05530.1	1	1367	0	0	1367	AT1G05530	0
AT1G05540.1	3	1267	61	103	1101	AT1G05540	2
AT1G05550.3	6	1591	168	269	1152	AT1G05550	5
AT1G05560.1	1	1649	63	175	1409	AT1G05560	0
AT1G05562.1	1	1287	0	0	0	AT1G05562	0
AT1G05570.1	43	6188	202	173	5811	AT1G05570	42
AT1G05575.1	1	496	88	137	269	AT1G05575	0
AT1G05577.1	6	1496	109	272	1113	AT1G05577	5
AT1G05580.1	4	2838	107	129	2600	AT1G05580	3
AT1G05590.1	3	2128	196	189	1741	AT1G05590	2
AT1G05600.1	1	1649	61	72	1514	AT1G05600	0
AT1G05610.1	8	1457	0	33	1423	AT1G05610	7
AT1G05615.1	3	516	0	0	516	AT1G05615	2
AT1G05620.1	9	1271	127	182	960	AT1G05620	8
AT1G05630.1	10	3878	164	209	3503	AT1G05630	9
AT1G05640.1	3	1881	0	0	1881	AT1G05640	2
AT1G05650.1	4	1181	0	0	1181	AT1G05650	3
AT1G05660.1	4	1181	0	0	1181	AT1G05660	3
AT1G05670.1	3	3224	225	772	2225	AT1G05670	2
AT1G05675.1	2	1491	33	96	1360	AT1G05675	1
AT1G05680.1	2	1516	51	103	1360	AT1G05680	1
AT1G05690.1	5	1655	348	214	1091	AT1G05690	4
AT1G05700.1	11	2548	0	0	2548	AT1G05700	10
AT1G05710.2	5	1195	435	246	512	AT1G05710	4
AT1G05720.1	4	778	59	229	488	AT1G05720	3
AT1G05730.1	3	1143	551	143	447	AT1G05730	2
AT1G05740.1	3	435	0	0	435	AT1G05740	2
AT1G05750.1	1	3225	13	1708	1502	AT1G05750	0
AT1G05760.1	2	632	45	62	523	AT1G05760	1
AT1G05770.1	2	745	32	158	553	AT1G05770	1
AT1G05780.1	2	696	152	223	319	AT1G05780	1
AT1G05785.1	7	727	104	219	402	AT1G05785	6
AT1G05790.1	14	2170	0	119	2050	AT1G05790	13
AT1G05800.1	1	1415	0	0	1415	AT1G05800	0
AT1G05805.1	6	1419	69	265	1083	AT1G05805	5
AT1G05810.1	2	894	0	109	784	AT1G05810	1
AT1G05820.1	13	1692	93	0	1598	AT1G05820	12
AT1G05830.1	26	3781	207	344	3228	AT1G05830	25
AT1G05835.1	2	518	23	111	382	AT1G05835	1
AT1G05840.1	10	1688	130	108	1448	AT1G05840	9
AT1G05850.1	4	1474	180	329	963	AT1G05850	3
AT1G05860.1	3	1173	46	284	841	AT1G05860	2
AT1G05870.1	2	876	64	242	568	AT1G05870	1
AT1G05880.2	14	1712	11	222	1477	AT1G05880	13
AT1G05890.2	16	2405	374	260	1769	AT1G05890	15
AT1G05894.1	1	1489	27	87	1373	AT1G05894	0
AT1G05900.2	11	1364	39	173	1150	AT1G05900	10
AT1G05910.1	11	3931	163	143	3623	AT1G05910	10
AT1G05920.1	1	1476	265	262	947	AT1G05920	0
AT1G05925.1	1	161	0	0	161	AT1G05925	0
AT1G05930.1	2	955	0	0	955	AT1G05930	1
AT1G05940.1	8	1947	41	202	1702	AT1G05940	7
AT1G05950.1	11	2045	0	171	1873	AT1G05950	10
AT1G05960.2	22	3663	165	504	2992	AT1G05960	21
AT1G05970.2	3	854	55	196	601	AT1G05970	2
AT1G05980.1	1	71	0	0	0	AT1G05980	0
AT1G05990.1	1	593	140	0	452	AT1G05990	0
AT1G06000.1	1	1586	91	186	1307	AT1G06000	0
AT1G06002.1	1	941	0	0	0	AT1G06002	0
AT1G06010.1	3	630	67	326	235	AT1G06010	2
AT1G06020.1	4	1034	0	0	1034	AT1G06020	3
AT1G06030.1	4	1017	0	30	986	AT1G06030	3
AT1G06040.1	3	1224	230	248	744	AT1G06040	2
AT1G06050.1	2	1292	229	120	941	AT1G06050	1
AT1G06060.1	7	1108	127	344	635	AT1G06060	6
AT1G06070.1	5	1888	247	371	1268	AT1G06070	4
AT1G06080.1	5	1215	92	208	913	AT1G06080	4
AT1G06090.1	5	1126	37	192	895	AT1G06090	4
AT1G06100.1	5	895	0	0	895	AT1G06100	4
AT1G06110.1	5	1559	92	159	1306	AT1G06110	4
AT1G06120.1	5	1117	19	201	895	AT1G06120	4
AT1G06130.1	8	1345	89	266	988	AT1G06130	7
AT1G06135.1	1	545	109	225	209	AT1G06135	0
AT1G06137.1	1	206	0	0	206	AT1G06137	0
AT1G06140.1	1	1676	0	0	1676	AT1G06140	0
AT1G06148.2	3	1043	377	415	249	AT1G06148	2
AT1G06149.1	11	2957	253	2598	104	AT1G06149	10
AT1G06150.1	12	4595	523	113	3957	AT1G06150	11
AT1G06160.1	1	930	41	153	734	AT1G06160	0
AT1G06170.1	4	1543	127	154	1260	AT1G06170	3
AT1G06180.1	3	909	101	68	738	AT1G06180	2
AT1G06190.1	2	1468	69	193	1204	AT1G06190	1
AT1G06200.1	5	967	82	267	616	AT1G06200	4
AT1G06210.1	4	1477	105	221	1149	AT1G06210	3
AT1G06220.2	12	3531	286	289	2954	AT1G06220	11
AT1G06225.1	1	251	0	0	251	AT1G06225	0
AT1G06230.1	6	3188	429	460	2297	AT1G06230	5
AT1G06240.1	7	1519	43	329	1145	AT1G06240	6
AT1G06250.1	3	1397	44	82	1269	AT1G06250	2
AT1G06260.1	2	1049	18	0	1030	AT1G06260	1
AT1G06265.1	6	2204	0	0	0	AT1G06265	5
AT1G06270.1	2	1518	332	153	1031	AT1G06270	1
AT1G06280.1	1	642	1	19	620	AT1G06280	0
AT1G06290.1	13	2362	70	275	2015	AT1G06290	12
AT1G06310.1	13	2057	10	30	2015	AT1G06310	12
AT1G06320.1	3	664	78	0	585	AT1G06320	2
AT1G06330.1	2	478	0	0	478	AT1G06330	1
AT1G06340.1	1	730	26	298	404	AT1G06340	0
AT1G06350.1	5	1145	29	216	898	AT1G06350	4
AT1G06360.1	5	1147	41	209	895	AT1G06360	4
AT1G06380.1	1	952	0	187	764	AT1G06380	0
AT1G06390.1	12	1622	71	337	1212	AT1G06390	11
AT1G06400.1	2	993	98	244	649	AT1G06400	1
AT1G06410.1	5	3153	103	495	2553	AT1G06410	4
AT1G06420.1	1	1024	63	294	665	AT1G06420	0
AT1G06430.1	5	2250	40	155	2054	AT1G06430	4
AT1G06440.1	1	1671	145	352	1172	AT1G06440	0
AT1G06450.1	1	1379	83	212	1082	AT1G06450	0
AT1G06460.1	7	1219	146	220	851	AT1G06460	6
AT1G06470.1	13	1821	359	226	1234	AT1G06470	12
AT1G06475.1	1	552	112	157	281	AT1G06475	0
AT1G06480.1	1	73	0	0	0	AT1G06480	0
AT1G06490.1	42	5949	0	113	5835	AT1G06490	41
AT1G06500.1	3	677	122	143	410	AT1G06500	2
AT1G06510.1	4	1143	55	256	830	AT1G06510	3
AT1G06515.1	4	629	145	314	168	AT1G06515	3
AT1G06520.1	2	1993	44	191	1756	AT1G06520	1
AT1G06530.1	1	1002	30	0	971	AT1G06530	0
AT1G06540.1	2	407	0	30	376	AT1G06540	1
AT1G06550.1	16	1546	189	206	1149	AT1G06550	15
AT1G06560.1	12	2015	44	181	1788	AT1G06560	11
AT1G06570.1	2	1552	1	129	1420	AT1G06570	1
AT1G06580.1	1	2051	111	436	1502	AT1G06580	0
AT1G06590.1	20	3084	156	195	2731	AT1G06590	19
AT1G06610.1	1	72	0	0	0	AT1G06610	0
AT1G06620.1	3	1289	16	176	1095	AT1G06620	2
AT1G06630.1	6	1739	94	214	1429	AT1G06630	5
AT1G06640.1	3	1378	27	242	1107	AT1G06640	2
AT1G06645.1	3	1298	72	126	1098	AT1G06645	2
AT1G06650.2	3	1357	69	179	1107	AT1G06650	2
AT1G06660.1	7	1687	97	149	1439	AT1G06660	6
AT1G06670.1	14	5130	133	278	4717	AT1G06670	13
AT1G06680.1	4	1135	114	231	788	AT1G06680	3
AT1G06690.1	10	1379	114	139	1124	AT1G06690	9
AT1G06700.1	8	1527	180	266	1079	AT1G06700	7
AT1G06710.1	2	3416	0	423	2992	AT1G06710	1
AT1G06720.1	18	3639	41	170	3426	AT1G06720	17
AT1G06730.1	5	1963	103	396	1462	AT1G06730	4
AT1G06740.1	2	2589	0	0	0	AT1G06740	1
AT1G06750.2	9	1908	180	154	1572	AT1G06750	8
AT1G06760.1	2	1088	81	182	823	AT1G06760	1
AT1G06770.1	7	1790	219	310	1259	AT1G06770	6
AT1G06780.2	9	2456	377	277	1800	AT1G06780	8
AT1G06790.1	8	902	133	159	608	AT1G06790	7
AT1G06800.1	2	1910	242	120	1546	AT1G06800	1
AT1G06810.1	3	606	0	0	606	AT1G06810	2
AT1G06820.1	13	1986	11	198	1775	AT1G06820	12
AT1G06830.1	1	504	37	166	299	AT1G06830	0
AT1G06840.1	20	3220	270	106	2842	AT1G06840	19
AT1G06850.1	4	1426	184	230	1010	AT1G06850	3
AT1G06860.1	1	70	0	0	0	AT1G06860	0
AT1G06870.1	6	1681	238	343	1098	AT1G06870	5
AT1G06880.1	1	70	0	0	0	AT1G06880	0
AT1G06890.1	9	1497	264	164	1067	AT1G06890	8
AT1G06900.1	19	3394	109	227	3056	AT1G06900	18
AT1G06910.1	6	1522	107	245	1168	AT1G06910	5
AT1G06920.1	1	947	0	0	947	AT1G06920	0
AT1G06923.1	2	1226	52	661	511	AT1G06923	1
AT1G06925.1	3	429	0	0	429	AT1G06925	2
AT1G06930.1	1	1040	319	210	509	AT1G06930	0
AT1G06950.1	15	3299	101	160	3036	AT1G06950	14
AT1G06960.1	5	932	77	168	685	AT1G06960	4
AT1G06970.1	3	2487	0	0	2487	AT1G06970	2
AT1G06980.1	1	790	63	216	509	AT1G06980	0
AT1G06990.1	3	1229	5	142	1080	AT1G06990	2
AT1G07000.1	2	2022	19	203	1798	AT1G07000	1
AT1G07010.3	10	1532	68	269	1193	AT1G07010	9
AT1G07020.1	2	672	123	105	442	AT1G07020	1
AT1G07025.1	1	500	0	0	500	AT1G07025	0
AT1G07030.1	2	1475	284	210	979	AT1G07030	1
AT1G07040.1	7	1669	272	286	1109	AT1G07040	6
AT1G07050.1	3	830	105	138	585	AT1G07050	2
AT1G07051.1	1	229	0	0	0	AT1G07051	0
AT1G07060.1	4	729	0	30	698	AT1G07060	3
AT1G07070.1	4	571	87	147	335	AT1G07070	3
AT1G07080.1	5	1213	86	332	793	AT1G07080	4
AT1G07090.1	1	942	101	249	590	AT1G07090	0
AT1G07100.1	1	73	0	0	0	AT1G07100	0
AT1G07110.1	23	2639	167	258	2212	AT1G07110	22
AT1G07119.1	5	651	0	0	0	AT1G07119	4
AT1G07120.1	5	1289	0	114	1174	AT1G07120	4
AT1G07128.1	1	796	0	0	0	AT1G07128	0
AT1G07130.1	1	957	151	322	482	AT1G07130	0
AT1G07135.1	1	731	34	228	467	AT1G07135	0
AT1G07140.1	4	1425	104	636	683	AT1G07140	3
AT1G07150.1	1	1517	17	0	1499	AT1G07150	0
AT1G07160.1	3	1457	69	246	1140	AT1G07160	2
AT1G07170.1	2	593	132	127	332	AT1G07170	1
AT1G07175.1	2	266	51	0	214	AT1G07175	1
AT1G07180.1	8	1780	93	160	1525	AT1G07180	7
AT1G07190.1	1	164	0	0	164	AT1G07190	0
AT1G07200.2	3	3481	229	313	2937	AT1G07200	2
AT1G07210.1	5	1192	96	313	781	AT1G07210	4
AT1G07220.1	7	1760	94	147	1517	AT1G07220	6
AT1G07230.1	3	2059	203	255	1599	AT1G07230	2
AT1G07240.1	1	1761	197	120	1442	AT1G07240	0
AT1G07250.1	1	1666	62	163	1439	AT1G07250	0
AT1G07260.1	1	1725	140	153	1430	AT1G07260	0
AT1G07270.1	16	1502	0	0	1502	AT1G07270	15
AT1G07280.1	3	2087	203	225	1657	AT1G07280	2
AT1G07290.1	9	1146	0	27	1118	AT1G07290	8
AT1G07300.1	1	734	191	155	386	AT1G07300	0
AT1G07310.1	1	1452	127	265	1058	AT1G07310	0
AT1G07320.1	2	1244	56	339	847	AT1G07320	1
AT1G07330.1	4	2054	0	0	2054	AT1G07330	3
AT1G07340.1	4	1682	50	137	1493	AT1G07340	3
AT1G07350.1	7	1449	0	306	1142	AT1G07350	6
AT1G07360.1	4	1685	69	172	1442	AT1G07360	3
AT1G07370.1	4	1021	63	168	788	AT1G07370	3
AT1G07380.1	10	2330	0	0	2330	AT1G07380	9
AT1G07390.3	12	3406	0	165	3240	AT1G07390	11
AT1G07400.1	1	815	204	136	473	AT1G07400	0
AT1G07410.1	3	752	108	0	643	AT1G07410	2
AT1G07420.1	7	1161	102	263	794	AT1G07420	6
AT1G07430.1	3	1814	171	315	1326	AT1G07430	2
AT1G07440.1	5	1000	64	138	796	AT1G07440	4
AT1G07450.1	5	970	79	111	778	AT1G07450	4
AT1G07460.1	1	776	0	0	776	AT1G07460	0
AT1G07470.1	12	1526	170	237	1117	AT1G07470	11
AT1G07473.1	1	923	383	161	377	AT1G07473	0
AT1G07476.1	1	746	53	143	548	AT1G07476	0
AT1G07480.1	12	1960	159	682	1117	AT1G07480	11
AT1G07485.1	2	660	129	228	301	AT1G07485	1
AT1G07490.1	1	641	171	145	323	AT1G07490	0
AT1G07500.1	2	223	0	0	223	AT1G07500	1
AT1G07510.1	8	2909	310	163	2434	AT1G07510	7
AT1G07520.1	1	2241	0	153	2087	AT1G07520	0
AT1G07530.1	2	2785	229	245	2309	AT1G07530	1
AT1G07540.1	9	1884	0	0	1884	AT1G07540	8
AT1G07550.1	13	2687	48	55	2582	AT1G07550	12
AT1G07560.1	13	2603	0	0	2603	AT1G07560	12
AT1G07570.3	6	1453	148	34	1269	AT1G07570	5
AT1G07580.1	1	72	0	0	0	AT1G07580	0
AT1G07590.1	3	2358	628	125	1603	AT1G07590	2
AT1G07600.1	2	136	0	0	136	AT1G07600	1
AT1G07610.1	2	455	60	257	136	AT1G07610	1
AT1G07615.1	5	1627	70	78	1477	AT1G07615	4
AT1G07620.1	4	2049	226	165	1656	AT1G07620	3
AT1G07630.1	4	2332	91	254	1985	AT1G07630	3
AT1G07640.3	2	1586	214	352	1018	AT1G07640	1
AT1G07645.1	3	622	35	174	411	AT1G07645	2
AT1G07650.2	24	3207	23	143	3039	AT1G07650	23
AT1G07660.1	2	715	192	210	311	AT1G07660	1
AT1G07670.1	9	3529	97	252	3178	AT1G07670	8
AT1G07680.1	3	699	49	192	456	AT1G07680	2
AT1G07690.1	5	535	0	0	535	AT1G07690	4
AT1G07700.3	3	1536	649	234	651	AT1G07700	2
AT1G07702.1	1	80	0	0	0	AT1G07702	0
AT1G07705.2	15	2301	233	235	1831	AT1G07705	14
AT1G07710.1	2	1630	0	0	1630	AT1G07710	1
AT1G07720.1	1	1798	46	314	1436	AT1G07720	0
AT1G07725.1	1	2471	175	447	1847	AT1G07725	0
AT1G07728.1	2	1789	0	0	0	AT1G07728	1
AT1G07730.2	1	1169	0	0	1169	AT1G07730	0
AT1G07740.1	2	2656	11	1264	1379	AT1G07740	1
AT1G07745.1	9	1179	30	187	960	AT1G07745	8
AT1G07747.1	1	287	0	0	287	AT1G07747	0
AT1G07750.1	3	1411	79	262	1068	AT1G07750	2
AT1G07760.1	1	71	0	0	0	AT1G07760	0
AT1G07770.1	4	721	120	209	390	AT1G07770	3
AT1G07780.3	6	1506	450	231	823	AT1G07780	5
AT1G07790.1	1	728	68	212	446	AT1G07790	0
AT1G07795.1	1	681	151	172	356	AT1G07795	0
AT1G07800.1	1	929	0	0	0	AT1G07800	0
AT1G07810.1	9	3490	126	184	3178	AT1G07810	8
AT1G07820.1	1	725	196	216	311	AT1G07820	0
AT1G07830.1	4	846	150	262	432	AT1G07830	3
AT1G07840.2	9	1424	241	250	931	AT1G07840	8
AT1G07850.1	4	1622	0	0	1622	AT1G07850	3
AT1G07860.1	2	437	0	30	406	AT1G07860	1
AT1G07870.2	7	1993	213	168	1610	AT1G07870	6
AT1G07880.2	6	1253	32	133	1086	AT1G07880	5
AT1G07885.1	3	120	0	0	120	AT1G07885	2
AT1G07890.3	9	1013	37	229	745	AT1G07890	8
AT1G07900.1	2	574	1	0	571	AT1G07900	1
AT1G07901.1	1	152	0	0	152	AT1G07901	0
AT1G07910.1	27	3760	211	258	3289	AT1G07910	26
AT1G07920.1	3	1780	111	319	1348	AT1G07920	2
AT1G07930.1	3	1804	123	331	1348	AT1G07930	2
AT1G07940.1	3	1861	115	396	1348	AT1G07940	2
AT1G07950.1	3	793	39	290	462	AT1G07950	2
AT1G07960.2	4	1237	491	307	437	AT1G07960	3
AT1G07970.1	7	2427	109	241	2075	AT1G07970	6
AT1G07980.1	4	992	16	357	617	AT1G07980	3
AT1G07985.1	1	750	102	212	434	AT1G07985	0
AT1G07990.1	19	2886	255	239	2390	AT1G07990	18
AT1G08000.1	3	1370	224	219	925	AT1G08000	2
AT1G08005.1	1	167	0	0	167	AT1G08005	0
AT1G08010.1	3	1388	181	295	910	AT1G08010	2
AT1G08030.1	13	1831	265	73	1491	AT1G08030	12
AT1G08032.1	2	109	0	0	109	AT1G08032	1
AT1G08035.1	2	576	198	0	377	AT1G08035	1
AT1G08040.1	15	1605	304	164	1135	AT1G08040	14
AT1G08050.1	2	2292	115	251	1924	AT1G08050	1
AT1G08060.1	16	6538	307	238	5991	AT1G08060	15
AT1G08065.1	7	1081	112	140	827	AT1G08065	6
AT1G08070.1	1	2413	5	181	2225	AT1G08070	0
AT1G08080.1	7	852	0	30	821	AT1G08080	6
AT1G08090.1	3	1897	62	243	1590	AT1G08090	2
AT1G08100.1	3	1706	41	97	1566	AT1G08100	2
AT1G08105.1	1	3091	0	0	0	AT1G08105	0
AT1G08110.4	8	1094	92	300	700	AT1G08110	7
AT1G08115.1	1	161	0	0	0	AT1G08115	0
AT1G08120.1	1	1046	62	719	263	AT1G08120	0
AT1G08125.2	11	1294	201	133	958	AT1G08125	10
AT1G08130.1	17	2698	130	210	2356	AT1G08130	16
AT1G08135.1	4	2387	0	0	2387	AT1G08135	3
AT1G08140.1	4	2710	86	169	2453	AT1G08140	3
AT1G08150.1	4	2444	0	0	2444	AT1G08150	3
AT1G08160.1	1	916	65	184	665	AT1G08160	0
AT1G08165.1	2	428	0	285	142	AT1G08165	1
AT1G08170.1	1	731	0	0	731	AT1G08170	0
AT1G08180.1	1	549	44	168	335	AT1G08180	0
AT1G08190.1	19	3352	176	250	2924	AT1G08190	18
AT1G08200.1	9	1677	104	410	1161	AT1G08200	8
AT1G08210.1	10	1656	87	98	1469	AT1G08210	9
AT1G08220.1	8	1157	34	303	818	AT1G08220	7
AT1G08230.2	6	1455	43	60	1350	AT1G08230	5
AT1G08240.1	1	71	0	0	0	AT1G08240	0
AT1G08250.1	1	1444	65	136	1241	AT1G08250	0
AT1G08260.1	49	6437	0	0	6437	AT1G08260	48
AT1G08270.2	3	1031	169	463	397	AT1G08270	2
AT1G08280.1	1	1445	0	248	1196	AT1G08280	0
AT1G08290.1	2	1758	61	683	1012	AT1G08290	1
AT1G08300.1	8	2233	0	0	2233	AT1G08300	7
AT1G08310.2	5	1478	410	113	953	AT1G08310	4
AT1G08315.1	1	1210	67	164	977	AT1G08315	0
AT1G08320.1	13	1816	172	208	1434	AT1G08320	12
AT1G08340.1	4	1434	239	201	992	AT1G08340	3
AT1G08350.2	8	2005	81	159	1763	AT1G08350	7
AT1G08360.1	5	944	75	220	647	AT1G08360	4
AT1G08370.1	8	1457	173	186	1096	AT1G08370	7
AT1G08380.1	3	700	88	190	420	AT1G08380	2
AT1G08390.1	3	599	5	181	411	AT1G08390	2
AT1G08400.1	4	2459	29	17	2411	AT1G08400	3
AT1G08410.1	7	2154	117	272	1763	AT1G08410	6
AT1G08420.1	21	3719	185	496	3036	AT1G08420	20
AT1G08430.1	6	1560	83	0	1476	AT1G08430	5
AT1G08440.1	6	1500	0	0	1500	AT1G08440	5
AT1G08450.1	14	1476	31	182	1261	AT1G08450	13
AT1G08460.1	3	1366	75	158	1131	AT1G08460	2
AT1G08465.1	6	1168	219	398	549	AT1G08465	5
AT1G08470.1	4	1427	122	134	1169	AT1G08470	3
AT1G08480.1	3	758	105	225	426	AT1G08480	2
AT1G08490.1	9	1752	47	320	1383	AT1G08490	8
AT1G08500.1	2	943	93	163	685	AT1G08500	1
AT1G08510.1	6	2047	346	465	1234	AT1G08510	5
AT1G08520.1	15	2534	125	139	2268	AT1G08520	14
AT1G08530.1	5	934	25	138	769	AT1G08530	4
AT1G08540.1	7	1986	124	148	1712	AT1G08540	6
AT1G08550.1	6	1770	241	143	1384	AT1G08550	5
AT1G08560.1	2	1189	110	145	932	AT1G08560	1
AT1G08570.1	4	1413	166	421	824	AT1G08570	3
AT1G08580.1	4	638	52	216	368	AT1G08580	3
AT1G08590.1	1	3443	80	272	3089	AT1G08590	0
AT1G08592.1	2	1612	0	0	0	AT1G08592	1
AT1G08600.3	28	4825	227	181	4415	AT1G08600	27
AT1G08610.1	2	2080	269	130	1679	AT1G08610	1
AT1G08620.1	12	4276	302	353	3619	AT1G08620	11
AT1G08630.1	10	1556	299	186	1069	AT1G08630	9
AT1G08640.1	10	1260	68	315	875	AT1G08640	9
AT1G08650.1	2	1374	49	470	853	AT1G08650	1
AT1G08660.1	11	1606	116	74	1414	AT1G08660	10
AT1G08670.1	3	788	21	72	693	AT1G08670	2
AT1G08680.4	13	2390	235	210	1943	AT1G08680	12
AT1G08695.1	2	265	0	0	265	AT1G08695	1
AT1G08700.1	2	1559	128	69	1360	AT1G08700	1
AT1G08710.2	4	1007	86	35	884	AT1G08710	3
AT1G08720.1	13	3068	58	219	2789	AT1G08720	12
AT1G08730.1	38	4701	0	121	4579	AT1G08730	37
AT1G08735.1	1	3351	0	0	0	AT1G08735	0
AT1G08740.1	8	3037	0	0	0	AT1G08740	7
AT1G08750.1	10	1518	215	144	1157	AT1G08750	9
AT1G08760.1	4	2562	106	211	2243	AT1G08760	3
AT1G08770.1	1	864	49	184	629	AT1G08770	0
AT1G08780.1	3	599	64	146	387	AT1G08780	2
AT1G08790.1	2	571	0	0	571	AT1G08790	1
AT1G08800.1	4	4022	294	386	3340	AT1G08800	3
AT1G08810.1	3	1120	65	213	840	AT1G08810	2
AT1G08820.1	10	1706	294	257	1153	AT1G08820	9
AT1G08830.1	8	864	149	261	452	AT1G08830	7
AT1G08840.2	35	4305	99	290	3914	AT1G08840	34
AT1G08845.2	4	701	0	0	701	AT1G08845	3
AT1G08860.1	16	1739	0	0	1739	AT1G08860	15
AT1G08870.1	1	72	0	0	0	AT1G08870	0
AT1G08880.1	2	746	123	194	427	AT1G08880	1
AT1G08890.1	18	1657	25	253	1377	AT1G08890	17
AT1G08900.1	19	1524	23	128	1371	AT1G08900	18
AT1G08910.1	17	2827	0	353	2473	AT1G08910	16
AT1G08920.2	17	1900	186	295	1417	AT1G08920	16
AT1G08930.1	17	1857	138	243	1474	AT1G08930	16
AT1G08940.1	2	911	1	64	844	AT1G08940	1
AT1G08950.1	1	71	0	0	0	AT1G08950	0
AT1G08960.1	2	2049	55	353	1639	AT1G08960	1
AT1G08970.4	2	1611	600	314	695	AT1G08970	1
AT1G08980.1	9	1503	43	189	1269	AT1G08980	8
AT1G08985.1	1	421	43	71	305	AT1G08985	0
AT1G08990.1	3	1904	0	205	1698	AT1G08990	2
AT1G09000.1	17	2253	73	194	1984	AT1G09000	16
AT1G09010.1	11	3014	96	92	2824	AT1G09010	10
AT1G09020.1	13	2289	602	234	1451	AT1G09020	12
AT1G09026.1	1	155	0	0	155	AT1G09026	0
AT1G09030.1	1	419	0	0	419	AT1G09030	0
AT1G09040.1	3	3092	162	194	2734	AT1G09040	2
AT1G09050.1	2	2780	0	30	2749	AT1G09050	1
AT1G09060.3	14	3071	77	170	2822	AT1G09060	13
AT1G09070.1	1	1265	63	226	974	AT1G09070	0
AT1G09080.1	6	2110	36	50	2022	AT1G09080	5
AT1G09090.2	12	2615	3	90	2520	AT1G09090	11
AT1G09100.1	10	1477	67	146	1262	AT1G09100	9
AT1G09110.1	1	71	0	0	0	AT1G09110	0
AT1G09130.3	10	1328	70	153	1103	AT1G09130	9
AT1G09140.1	12	1261	142	322	795	AT1G09140	11
AT1G09150.1	9	1005	215	250	538	AT1G09150	8
AT1G09155.1	3	1169	146	154	867	AT1G09155	2
AT1G09157.1	1	731	0	0	731	AT1G09157	0
AT1G09160.2	9	1859	239	338	1280	AT1G09160	8
AT1G09170.1	19	3014	0	0	3014	AT1G09170	18
AT1G09176.1	1	452	0	0	452	AT1G09176	0
AT1G09180.1	3	734	123	30	579	AT1G09180	2
AT1G09190.1	1	1598	0	142	1454	AT1G09190	0
AT1G09195.2	9	2032	40	196	1794	AT1G09195	8
AT1G09200.1	1	606	66	128	410	AT1G09200	0
AT1G09210.1	13	1732	94	374	1262	AT1G09210	12
AT1G09220.1	1	1674	0	159	1514	AT1G09220	0
AT1G09230.1	11	1496	60	116	1318	AT1G09230	10
AT1G09240.1	1	1249	68	217	962	AT1G09240	0
AT1G09245.1	1	454	25	8	419	AT1G09245	0
AT1G09250.1	1	979	130	224	623	AT1G09250	0
AT1G09260.1	1	416	0	0	416	AT1G09260	0
AT1G09270.1	10	2133	136	388	1607	AT1G09270	9
AT1G09280.1	9	1908	61	108	1737	AT1G09280	8
AT1G09290.1	7	1252	46	164	1040	AT1G09290	6
AT1G09300.1	13	1613	61	81	1469	AT1G09300	12
AT1G09310.1	1	825	53	231	539	AT1G09310	0
AT1G09320.1	4	2014	134	328	1550	AT1G09320	3
AT1G09330.1	6	984	187	240	555	AT1G09330	5
AT1G09340.1	10	1471	144	198	1127	AT1G09340	9
AT1G09350.1	4	1297	68	226	1001	AT1G09350	3
AT1G09360.1	1	566	0	0	566	AT1G09360	0
AT1G09370.1	1	539	4	9	524	AT1G09370	0
AT1G09380.1	7	1561	226	215	1118	AT1G09380	6
AT1G09390.1	5	1336	60	166	1108	AT1G09390	4
AT1G09400.1	5	1177	42	163	970	AT1G09400	4
AT1G09410.1	1	2117	0	0	2117	AT1G09410	0
AT1G09415.1	1	654	159	155	338	AT1G09415	0
AT1G09420.2	12	2225	157	170	1896	AT1G09420	11
AT1G09421.1	3	543	0	0	0	AT1G09421	2
AT1G09430.1	12	1826	138	423	1263	AT1G09430	11
AT1G09440.1	8	1585	190	0	1394	AT1G09440	7
AT1G09450.1	15	2081	41	253	1785	AT1G09450	14
